organisation,mobile,route,community,stop,address,postcode,geox,geoy,day,type,arrival,departure,frequency,start,end,exceptions,timetable
York,Mobile,D1,Acaster Malbis,Mount. Pleasant,Acaster Malbis - Mount. Pleasant,,-1.103909897,53.89627748,Thursday,Public,10:00,10:45,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Appletree Village,Meadlands,Appletree Village - Meadlands,,-1.041613388,53.96396262,Tuesday,Public,12:10,12:20,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Askham Bryan,Pond,Askham Bryan Pond,,-1.15878003,53.92909793,Thursday,Public,11:05,11:15,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Askham Richard,Rose and Crown,Askham Richard - Rose and Crown,,-1.183840319,53.92457696,Thursday,Public,11:25,11:55,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Badger Hill,Yarburgh Way,Badger Hill - Yarburgh Way,,-1.035959604,53.95350074,Tuesday,Public,10:50,11:10,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D2,Boroughbridge Road,Sandacre Court,Boroughbridge Road - Sandacre Court,,-1.118224114,53.96402635,Thursday,Public,11:40,12:00,FREQ=WEEKLY;INTERVAL=2,2019-09-19,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C2,Burton Stone,Burton Stone,Burton Stone,,-1.089937412,53.97392765,Wednesday,Public,13:15,13:45,FREQ=WEEKLY;INTERVAL=2,2019-09-18,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Crockey Hill,Crockey Hill,Crockey Hill,,-1.050204349,53.90971379,Tuesday,Public,11:25,11:35,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Deighton,Deighton,Deighton,,-1.047057656,53.88990427,Tuesday,Public,10:50,11:20,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D2,Dringhouses,Honeysuckle House,Dringhouses - Honeysuckle House,,-1.120836653,53.93871965,Thursday,Public,11:15,11:25,FREQ=WEEKLY;INTERVAL=2,2019-09-19,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,E2,Elvington,Surgery,Elvington - Surgery,,-0.94024835,53.9235015,Friday,Public,10:45,11:00,FREQ=WEEKLY;INTERVAL=2,2019-09-20,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,E2,Elvington,Lorraine Avenue,Elvington - Lorraine Avenue,,-0.939134975,53.92236814,Friday,Public,09:30,09:45,FREQ=WEEKLY;INTERVAL=2,2019-09-20,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,E2,Elvington,Grey Horse,Elvington - Grey Horse,,-0.935314654,53.92050074,Friday,Public,09:50,10:10,FREQ=WEEKLY;INTERVAL=2,2019-09-20,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,E2,Elvington,Primary School (term time),Elvington - Primary School,,-0.940904135,53.92406455,Friday,Public,10:15,10:40,FREQ=WEEKLY;INTERVAL=2,2019-09-20,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,E2,Elvington,Park,Elvington - Park,,-0.952338208,53.92476703,Friday,Public,11:05,11:15,FREQ=WEEKLY;INTERVAL=2,2019-09-20,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Heslington,Heslington Court,Heslington - Heslington Court,,-1.042626609,53.94478211,Tuesday,Public,12:00,12:20,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Heslington,Memorial Cottages,Heslington - Memorial Cottages,,-1.043434321,53.94344032,Tuesday,Public,12:25,12:35,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Heslington,Peel Close,Heslington - Peel Close,,-1.050414524,53.94265979,Tuesday,Public,12:40,12:50,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Hessay,Hessay,Hessay,,-1.204730596,53.97344446,Thursday,Public,12:40,12:50,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D2,Heworth Without,Community Centre,Heworth Without - Community Centre,,-1.062581397,53.97078018,Thursday,Public,15:30,17:30,FREQ=WEEKLY;INTERVAL=2,2019-09-19,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Heworth,Mistral Court,Heworth - Mistral Court,,-1.070519329,53.97373598,Tuesday,Public,12:55,13:15,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C2,Heworth,Langley House,Heworth - Langley House,,-1.068775179,53.96785328,Wednesday,Public,10:20,10:30,FREQ=WEEKLY;INTERVAL=2,2019-09-18,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C2,Heworth,Charles Moor,Heworth - Charles Moor,,-1.059315195,53.97026931,Wednesday,Public,10:35,10:55,FREQ=WEEKLY;INTERVAL=2,2019-09-18,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C2,Heworth,Field Court,Heworth - Field Court,,-1.054091428,53.96801724,Wednesday,Public,11:00,11:20,FREQ=WEEKLY;INTERVAL=2,2019-09-18,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C1,Holtby,Church Rise,Holtby - Church Rise,,-0.972700769,53.97957496,Thursday,Public,13:30,13:45,FREQ=WEEKLY;INTERVAL=2,2019-09-25,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C1,Hopgrove,Lane South,Hopgrove - Lane South,,-1.025229484,53.98733228,Wednesday,Public,09:55,10:05,FREQ=WEEKLY;INTERVAL=2,2019-09-25,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Brockfield Park,Fox Covert,Brockfield Park - Fox Covert,,-1.062249969,53.98505809,Tuesday,Public,12:30,12:45,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C1,Kexby,Old Hall Lane,Kexby - Old Hall Lane,,-0.933058456,53.95014185,Thursday,Public,14:00,14:15,FREQ=WEEKLY;INTERVAL=2,2019-09-25,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Knapton,Knapton,Knapton,,-1.146764429,53.96166045,Thursday,Public,13:40,13:50,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D2,Lamel Beeches,Dower Court,Lamel Beeches - Dower Court,,-1.065227982,53.95178923,Thursday,Public,13:00,13:20,FREQ=WEEKLY;INTERVAL=2,2019-09-19,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C1,Murton,Murton Garth,Murton - Murton Garth,,-1.011487482,53.96696975,Thursday,Public,14:35,14:45,FREQ=WEEKLY;INTERVAL=2,2019-09-25,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Naburn,River,Naburn - River,,-1.091233131,53.90248401,Tuesday,Public,13:35,14:05,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B1,Naburn,Vicarage Lane,Naburn - Vicarage Lane,,-1.087219574,53.90227381,Tuesday,Public,14:10,14:25,FREQ=WEEKLY;INTERVAL=2,2019-09-24,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,A1,Osbaldwick,Thirkleby Way,Osbaldwick - Thirkleby Way,,-1.034078726,53.957342,Monday,Public,16:30,17:30,FREQ=WEEKLY;INTERVAL=2,2019-09-23,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Osbaldwick,The Village,Osbaldwick - The Village,,-1.033453155,53.9593503,Tuesday,Public,10:10,10:40,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,C2,Osbaldwick,The Leyes,Osbaldwick - The Leyes,,-1.035773296,53.95655566,Wednesday,Public,09:55,10:10,FREQ=WEEKLY;INTERVAL=2,2019-09-18,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,B2,Osbaldwick,Campbell Court,Osbaldwick - Campbell Court,,-1.044121898,53.95801552,Tuesday,Public,09:45,10:00,FREQ=WEEKLY;INTERVAL=2,2019-09-17,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Rufforth,Yew Tree Close,Rufforth - Yew Tree Close,,-1.198011123,53.95765798,Thursday,Public,13:00,13:20,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,D1,Rufforth,The Tankard Inn,Rufforth - The Tankard Inn,,-1.194077957,53.95534872,Thursday,Public,13:25,13:35,FREQ=WEEKLY;INTERVAL=2,2019-09-12,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,A1,Skelton,Fairfields Drive,Skelton - Fairfields Drive,,-1.132456818,53.99759471,Monday,Public,14:40,15:10,FREQ=WEEKLY;INTERVAL=2,2019-09-23,,,https://www.exploreyork.org.uk/mobile-library/
York,Mobile,A1,Skelton,Brecksfield,Skelton - Brecksfield,,-1.130285695,53.99929573,Monday,Public,15:15,15:50,FREQ=WEEKLY;INTERVAL=2,2019-09-23,,,https://www.exploreyork.org.uk/mobile-library/
